Angle (degrees),Noisy Sine Wave,Smoothed Sine Wave (LOESS),Ideal Sine Wave
0.0,0.005567005669028809,0.006068427667356851,0.0
0.3601800900450225,0.010462370892977434,0.012899641622847024,0.006286287067720245
0.720360180090045,-0.002039208120324097,0.01963540590810233,0.01257232571523362
1.0805402701350675,0.029576607564965024,0.026262089868646317,0.018857867532150272
1.44072036018009,0.04259193955617881,0.032782018976442506,0.025142664127713998
1.8009004502251125,0.045174810147437794,0.03920170840839602,0.03142646714061811
2.161080540270135,0.031577145274532585,0.0455247204510493,0.03770902824882009
2.5212606303151572,0.06110069596048137,0.051759308352511225,0.043990099179354786
2.88144072036018,0.07961873545528035,0.0579455619135111,0.05026943171814557
3.2416208104052027,0.06228303596055296,0.06409824553188223,0.05654677771981322
3.601800900450225,0.07552387858192791,0.06875681334015173,0.06282188911748209
3.961980990495247,0.09045805347883717,0.07306492422770942,0.06909451793258313
4.32216108054027,0.08729535803077829,0.07733923497273437,0.07536441628465354
4.682341170585293,0.07924132935974591,0.0818937998393936,0.08163133640113233
5.0425212606303145,0.07533806094717883,0.08682721401220221,0.08789503062715188
5.402701350675337,0.07019768685846478,0.09203192500833848,0.09415525143532459
5.76288144072036,0.09174849870529383,0.0974075247758111,0.10041175143552472
6.123061530765383,0.08549433300069173,0.10304696622396732,0.10666428338466463
6.483241620810405,0.10257859729083221,0.10887569468819581,0.11291260019646535
6.843421710855427,0.10121460777456116,0.11492692132499968,0.11915645495122076
7.20360180090045,0.1390271703399006,0.12132222142696426,0.12539560090555552
7.563781890945473,0.1410273619075463,0.12796312634572207,0.13162979150217563
7.923961980990494,0.15206260474299796,0.1345861445167229,0.13785878037961186
8.284142071035518,0.14555478390477186,0.1409800934892038,0.14408232138195554
8.64432216108054,0.1400045716686605,0.14700044559914374,0.150300168568586
9.004502251125562,0.17441504262342958,0.15273907407017395,0.15651207622388955
9.364682341170585,0.1284565219720727,0.15842044849961642,0.16271779886696977
9.724862431215607,0.1707277907544142,0.16420508347447163,0.16891709126134818
10.085042521260629,0.17918458772160017,0.17019624840187905,0.17510970842465573
10.445222611305653,0.15487908500231412,0.17636804735054387,0.18129540563831362
10.805402701350674,0.14210343636316936,0.18274471169542755,0.18747393845720423
11.165582791395698,0.19622092041324946,0.18928777861240703,0.19364506271933113
11.52576288144072,0.18074913321433478,0.19593354724685633,0.19980853455546757
11.885942971485742,0.2044384273588168,0.20255065806535943,0.20596411039879395
12.246123061530765,0.2538425642030929,0.20907971996821234,0.2121115469945228
12.606303151575787,0.2326661963251996,0.21553277964309692,0.21825060140951186
12.96648324162081,0.2250741101511582,0.22183585377143938,0.22438103104186408
13.326663331665833,0.22189218820724227,0.2279424279626956,0.2305025936305148
13.686843421710854,0.24419527578651573,0.23373492274388338,0.2366150472648055
14.047023511755878,0.24415676407951575,0.23905109516479622,0.24271815039404343
14.4072036018009,0.24565210655009706,0.24405839975026938,0.24881166183704703
14.767383691845922,0.2401559944957008,0.24906093973224927,0.2548953407916772
15.127563781890945,0.24255728961163636,0.2543353751500183,0.26096894684435307
15.487743871935967,0.2498932972036135,0.2601462866091668,0.26703223997955255
15.847923961980989,0.2709546208978076,0.2665171917319539,0.2730849805892975
16.208104052026012,0.2484298566935663,0.27331425581770186,0.27912692948262213
16.568284142071036,0.30698176979949204,0.28048081860581686,0.2851578478950257
16.928464232116056,0.2615416651428425,0.2879001990050785,0.29117749749790744
17.28864432216108,0.29316492443253517,0.295452697107466,0.29718564040798556
17.648824412206103,0.3063992114755857,0.3031365300280291,0.3031820391966969
